Fecha Cierre;Bajas Mensual;Número Total ADN;Número Total ADN mes Siguiente;Promedio ADN;Rotacion
30/06/2021;13;186;178;182;0.071428571
31/07/2021;9;178;178;178;0.050561798
31/08/2021;14;178;176;177;0.079096045
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
